assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	ncbi_taxonomy_x	ncbi_taxonomy_y	NCBI_Domain	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	GCF
GCF_004564155.1	PRJNA224116	SAMN11233593		representative genome	454	454	Legionella israelensis	strain=HL-0427-4011		latest	Complete Genome	Major	Full	2019/04/02	ASM456415v1	Hospices Civils de Lyon	GCA_004564155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/155/GCF_004564155.1_ASM456415v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella israelensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella israelensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_israelensis	004564155
GCF_002116925.1	PRJNA224116	SAMN04621185		representative genome	470	470	Acinetobacter baumannii	strain=ab736		latest	Complete Genome	Major	Full	2017/05/02	ASM211692v1	USAMRIID	GCA_002116925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/925/GCF_002116925.1_ASM211692v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	002116925
GCF_002055515.1	PRJNA224116	SAMN06197019		representative genome	471	471	Acinetobacter calcoaceticus	strain=CA16		latest	Complete Genome	Major	Full	2017/03/21	ASM205551v1	Southern Crop Protection and Food Research Centre, Agriculture and Agri-Food Canada	GCA_002055515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/515/GCF_002055515.1_ASM205551v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	002055515
GCF_003287015.1	PRJNA224116	SAMN09425913		representative genome	476	476	Moraxella bovis	strain=Epp63 (300)		latest	Complete Genome	Major	Full	2018/07/03	ASM328701v1	USDA/ARS	GCA_003287015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/015/GCF_003287015.1_ASM328701v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella bovis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella bovis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella_bovis	003287015
GCF_016028775.1	PRJNA224116	SAMN13450399		representative genome	478	478	Moraxella nonliquefaciens	strain=FDAARGOS_869		latest	Complete Genome	Major	Full	2020/12/14	ASM1602877v1	US Food and Drug Administration	GCA_016028775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/775/GCF_016028775.1_ASM1602877v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella nonliquefaciens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella nonliquefaciens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella_nonliquefaciens	016028775
GCF_900475315.1	PRJNA224116	SAMEA3714889		representative genome	483	483	Neisseria cinerea	strain=NCTC10294		latest	Complete Genome	Major	Full	2018/06/17	43721_G02	SC	GCA_900475315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/315/GCF_900475315.1_43721_G02		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria cinerea	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria cinerea	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_cinerea	900475315
GCF_005221285.1	PRJNA224116	SAMN11461057		representative genome	484	484	Neisseria flavescens	strain=ATCC 13120		latest	Complete Genome	Major	Full	2019/05/07	ASM522128v1	King's College London	GCA_005221285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/285/GCF_005221285.1_ASM522128v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria flavescens	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria flavescens	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_flavescens	005221285
GCF_001047275.1	PRJNA224116	SAMN03459417		representative genome	485	485	Neisseria gonorrhoeae	strain=35/02		latest	Complete Genome	Major	Full	2015/07/07	ASM104727v1	Centers for Disease Control and Prevention	GCA_001047275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/275/GCF_001047275.1_ASM104727v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_gonorrhoeae	001047275
GCF_003351565.1	PRJNA224116	SAMN09704838		representative genome	486	486	Neisseria lactamica	strain=M17106		latest	Complete Genome	Major	Full	2018/08/01	ASM335156v1	Centers for Disease Control and Prevention	GCA_003351565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/565/GCF_003351565.1_ASM335156v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria lactamica	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_lactamica	003351565
GCF_008330805.1	PRJNA224116	SAMN07137410		representative genome	487	487	Neisseria meningitidis	strain=11-7		latest	Complete Genome	Major	Full	2019/09/09	ASM833080v1	Orebro University Hospital	GCA_008330805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/805/GCF_008330805.1_ASM833080v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_meningitidis	008330805
GCF_003355195.1	PRJNA224116	SAMN09704642		representative genome	489	489	Neisseria polysaccharea	strain=M18661		latest	Complete Genome	Major	Full	2018/08/05	ASM335519v1	Centers for Disease Control and Prevention	GCA_003355195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/195/GCF_003355195.1_ASM335519v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria polysaccharea	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria polysaccharea	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_polysaccharea	003355195
GCF_008806995.1	PRJNA224116	SAMN09853482		representative genome	492	492	Neisseria animalis	strain=ATCC 49930		latest	Complete Genome	Major	Full	2019/10/03	ASM880699v1	Illinois Institute of Technology	GCA_008806995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/806/995/GCF_008806995.1_ASM880699v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria animalis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria animalis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_animalis	008806995
GCF_900636765.1	PRJNA224116	SAMEA3871785		representative genome	493	493	Neisseria canis	strain=NCTC10296		latest	Complete Genome	Major	Full	2018/12/20	44503_A02	SC	GCA_900636765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/765/GCF_900636765.1_44503_A02		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria canis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria canis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_canis	900636765
GCF_003351545.1	PRJNA224116	SAMN09704973		representative genome	495	495	Neisseria elongata	strain=M15911		latest	Complete Genome	Major	Full	2018/08/01	ASM335154v1	Centers for Disease Control and Prevention	GCA_003351545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/545/GCF_003351545.1_ASM335154v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria elongata	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria elongata	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_elongata	003351545
GCF_014054985.1	PRJNA224116	SAMN15603182		representative genome	505	505	Kingella oralis	strain=DSM 18271		latest	Complete Genome	Major	Full	2020/08/04	ASM1405498v1	INRS-Institut Armand-Frappier	GCA_014054985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/054/985/GCF_014054985.1_ASM1405498v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__Kingella oralis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__Kingella oralis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella_oralis	014054985
GCF_000967305.2	PRJNA224116	SAMN03379009		representative genome	511	511	Alcaligenes faecalis	strain=ZD02		latest	Complete Genome	Major	Full	2015/11/17	ASM96730v2	Huazhong Agricultural University (HZAU)	GCA_000967305.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/305/GCF_000967305.2_ASM96730v2			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes faecalis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes faecalis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes_faecalis	000967305
GCF_900636925.1	PRJNA224116	SAMEA3893452		representative genome	518	518	Bordetella bronchiseptica	strain=NCTC10543		latest	Complete Genome	Major	Full	2018/12/20	45137_F01	SC	GCA_900636925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/925/GCF_900636925.1_45137_F01			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella bronchiseptica	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella bronchiseptica	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella_bronchiseptica	900636925
GCF_004323615.1	PRJNA224116	SAMD00146597		representative genome	519	519	Bordetella parapertussis	strain=Bpp01		latest	Complete Genome	Major	Full	2018/12/29	ASM432361v1	National Institute of Infectious Diseases	GCA_004323615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/615/GCF_004323615.1_ASM432361v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella parapertussis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella parapertussis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella_parapertussis	004323615
GCF_015326295.1	PRJNA224116	SAMN16619790		representative genome	529	529	Ochrobactrum anthropi	strain=PBO		latest	Complete Genome	Major	Full	2020/11/10	ASM1532629v1	The Institute of Oceanology, Chinese Academy of Sciences	GCA_015326295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/326/295/GCF_015326295.1_ASM1532629v1			d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum anthropi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum anthropi	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum_anthropi	015326295
GCF_900187105.1	PRJNA224116	SAMEA4412678		representative genome	539	539	Eikenella corrodens	strain=NCTC10596		latest	Complete Genome	Major	Full	2017/08/15	50618_F01	SC	GCA_900187105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/105/GCF_900187105.1_50618_F01		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	900187105
GCF_003812345.1	PRJNA224116	SAMN10163242		representative genome	546	546	Citrobacter freundii	strain=FDAARGOS_549		latest	Complete Genome	Major	Full	2018/11/21	ASM381234v1	US Food and Drug Administration	GCA_003812345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/345/GCF_003812345.1_ASM381234v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_freundii	003812345
GCF_900637945.1	PRJNA224116	SAMEA80457418		representative genome	548	548	Klebsiella aerogenes	strain=NCTC9735		latest	Complete Genome	Major	Full	2018/12/20	53421_E01	SC	GCA_900637945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/945/GCF_900637945.1_53421_E01			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_aerogenes	900637945
GCF_003860325.1	PRJNA224116	SAMN07109613		representative genome	549	549	Pantoea agglomerans	strain=L15		latest	Complete Genome	Major	Full	2018/12/04	ASM386032v1	Institute of Biochemistry and Biophysics of the Polish Academy of Sciences	GCA_003860325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/325/GCF_003860325.1_ASM386032v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea agglomerans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea agglomerans	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_agglomerans	003860325
GCF_000770155.1	PRJNA224116	SAMN03005138		representative genome	550	550	Enterobacter cloacae	strain=GGT036		latest	Complete Genome	Major	Full	2014/10/31	ASM77015v1	Korea Institute of Science and Technology	GCA_000770155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/155/GCF_000770155.1_ASM77015v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_cloacae	000770155
GCF_013488025.1	PRJNA224116	SAMN14475103		representative genome	554	554	Pectobacterium carotovorum	strain=WPP14		latest	Complete Genome	Major	Full	2020/07/23	ASM1348802v1	Cornell University	GCA_013488025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/488/025/GCF_013488025.1_ASM1348802v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium_carotovorum	013488025
GCF_013892435.1	PRJNA224116	SAMN15148162		representative genome	564	564	Escherichia fergusonii	strain=RHB19-C05		latest	Complete Genome	Major	Full	2020/07/29	ASM1389243v1	The REHAB Consortium	GCA_013892435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/892/435/GCF_013892435.1_ASM1389243v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia fergusonii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia fergusonii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_fergusonii	013892435
GCF_008064855.1	PRJNA224116	SAMN01915842		representative genome	565	565	Atlantibacter hermannii	strain=ATCC 33651		latest	Complete Genome	Major	Full	2019/08/22	ASM806485v1	CDC	GCA_008064855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/855/GCF_008064855.1_ASM806485v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter hermannii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter hermannii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter_hermannii	008064855
GCF_011617105.1	PRJNA224116	SAMN14329752		representative genome	569	569	Hafnia alvei	strain=A23BA		latest	Complete Genome	Major	Full	2020/03/23	ASM1161710v1	Robert Gordon University	GCA_011617105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/617/105/GCF_011617105.1_ASM1161710v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Hafnia;s__Hafnia alvei	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Hafnia;s__Hafnia alvei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia_alvei	011617105
GCF_000783935.2	PRJNA224116	SAMN02934513		representative genome	575	575	Raoultella planticola	strain=FDAARGOS_64		latest	Complete Genome	Major	Full	2018/01/30	ASM78393v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_000783935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/935/GCF_000783935.2_ASM78393v2			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella planticola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella planticola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella_planticola	000783935
GCF_012029655.1	PRJNA224116	SAMN14446261		representative genome	577	577	Raoultella terrigena	strain=JH01		latest	Complete Genome	Major	Full	2020/04/04	ASM1202965v1	University of Kontanz	GCA_012029655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/029/655/GCF_012029655.1_ASM1202965v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella terrigena	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella terrigena	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella_terrigena	012029655
