assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_008693685.1	PRJNA224116	SAMN11056378		representative genome	672	672	Vibrio vulnificus	strain=FDAARGOS_663		latest	Complete Genome	Major	Full	2019/09/25	ASM869368v1	US Food and Drug Administration	GCA_008693685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/685/GCF_008693685.1_ASM869368v1		
GCF_001558255.2	PRJNA224116	SAMN03996327		representative genome	673	673	Grimontia hollisae	strain=FDAARGOS_111		latest	Complete Genome	Major	Full	2018/01/31	ASM155825v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/255/GCF_001558255.2_ASM155825v2		assembly from type material
GCF_001558415.2	PRJNA224116	SAMN03996321		representative genome	676	676	Vibrio fluvialis	strain=FDAARGOS_104		latest	Complete Genome	Major	Full	2018/01/29	ASM155841v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558415.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/415/GCF_001558415.2_ASM155841v2		assembly from type material
GCF_003312585.1	PRJNA224116	SAMN09537147		representative genome	680	680	Vibrio campbellii	strain=DS40M4		latest	Complete Genome	Major	Full	2018/07/11	ASM331258v1	Naval Research Laboratory	GCA_003312585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/312/585/GCF_003312585.1_ASM331258v1		
GCF_002214345.1	PRJNA224116	SAMN06076956		representative genome	689	689	Vibrio mediterranei	strain=QT6D1		latest	Complete Genome	Major	Full	2017/07/05	ASM221434v1	Ocean University of China	GCA_002214345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/345/GCF_002214345.1_ASM221434v1		
GCF_001594245.1	PRJNA224116	SAMN03799080		representative genome	714	714	Aggregatibacter actinomycetemcomitans	strain=VT1169		latest	Complete Genome	Major	Full	2016/03/21	ASM159424v1	The University of Texas at Austin	GCA_001594245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/245/GCF_001594245.1_ASM159424v1		
GCF_003290385.1	PRJNA224116	SAMN09519162		representative genome	715	715	Actinobacillus pleuropneumoniae	strain=S4074		latest	Complete Genome	Major	Full	2018/07/08	ASM329038v1	University of Bern	GCA_003290385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/385/GCF_003290385.1_ASM329038v1		assembly from type material
GCF_900477945.1	PRJNA224116	SAMEA3905387		representative genome	726	726	Haemophilus haemolyticus	strain=NCTC10839		latest	Complete Genome	Major	Full	2018/06/17	45473_H02	SC	GCA_900477945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/945/GCF_900477945.1_45473_H02		
GCF_000767075.1	PRJNA224116	SAMN03093440		representative genome	727	727	Haemophilus influenzae	strain=Hi375		latest	Complete Genome	Major	Full	2014/10/16	ASM76707v1	Drexel University College of Medicine	GCA_000767075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1		
GCF_001647695.1	PRJNA224116	SAMN04632440		representative genome	730	730	[Haemophilus] ducreyi	strain=VAN2		latest	Complete Genome	Major	Full	2016/05/19	ASM164769v1	Centers for Disease Control and Prevention	GCA_001647695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/695/GCF_001647695.1_ASM164769v1		
GCF_002162215.1	PRJNA224116	SAMN06141917		representative genome	731	731	Histophilus somni	strain=USDA-ARS-USMARC-63368		latest	Complete Genome	Major	Full	2017/05/31	ASM216221v1	USDA-ARS-USMARC	GCA_002162215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/215/GCF_002162215.1_ASM216221v1		
GCF_003061265.1	PRJNA224116	SAMN08912474		representative genome	747	747	Pasteurella multocida	strain=20N		latest	Complete Genome	Major	Full	2018/04/23	ASM306126v1	Beijing Institute of Microbiology and Epidemiology	GCA_003061265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/061/265/GCF_003061265.1_ASM306126v1		
GCF_900186835.1	PRJNA224116	SAMEA4362423		representative genome	754	754	Pasteurella dagmatis	strain=NCTC11617		latest	Complete Genome	Major	Full	2017/08/15	49950_F01	SC	GCA_900186835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/835/GCF_900186835.1_49950_F01		assembly from type material
GCF_900635775.1	PRJNA224116	SAMEA2822162		representative genome	762	762	Avibacterium volantium	strain=NCTC3438		latest	Complete Genome	Major	Full	2018/12/20	33763_C01	SC	GCA_900635775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/775/GCF_900635775.1_33763_C01		assembly from type material
GCF_013460375.1	PRJNA224116	SAMN11584475		representative genome	779	779	Ehrlichia ruminantium	strain=Springbokfontein7		latest	Complete Genome	Major	Full	2020/07/22	ASM1346037v1	ARC - Onderstepoort Veterinary Research	GCA_013460375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/460/375/GCF_013460375.1_ASM1346037v1		
GCF_900327275.1	PRJNA224116	SAMEA104570320		representative genome	784	784	Orientia tsutsugamushi		Karp	latest	Complete Genome	Major	Full	2018/05/12	Karp	OXFORD UNIVERSITY	GCA_900327275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/327/275/GCF_900327275.1_Karp		assembly from type material
GCF_009936175.1	PRJNA224116	SAMD00165657		representative genome	803	803	Bartonella quintana	strain=MF1-1		latest	Complete Genome	Major	Full	2019/12/09	ASM993617v1	Nihon University	GCA_009936175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/175/GCF_009936175.1_ASM993617v1		
GCF_900638615.1	PRJNA224116	SAMEA104307704		representative genome	807	807	Bartonella elizabethae	strain=NCTC12898		latest	Complete Genome	Major	Full	2018/12/20	58174_F01	SC	GCA_900638615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/615/GCF_900638615.1_58174_F01		
GCF_001286525.1	PRJNA224116	SAMEA3501569		representative genome	817	817	Bacteroides fragilis	strain=BE1		latest	Complete Genome	Major	Full	2015/08/25	BFBE1.1	ED	GCA_001286525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/286/525/GCF_001286525.1_BFBE1.1		
GCF_014131755.1	PRJNA224116	SAMN11776005		representative genome	818	818	Bacteroides thetaiotaomicron	strain=DSM 2079		latest	Complete Genome	Major	Full	2020/08/10	ASM1413175v1	Helmholtz Centre for Environmental Research - UFZ	GCA_014131755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/131/755/GCF_014131755.1_ASM1413175v1		assembly from type material
GCF_013267615.1	PRJNA224116	SAMN11056474		representative genome	823	823	Parabacteroides distasonis	strain=FDAARGOS_759		latest	Complete Genome	Major	Full	2020/06/04	ASM1326761v1	US Food and Drug Administration	GCA_013267615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/615/GCF_013267615.1_ASM1326761v1		
GCF_001190745.1	PRJNA224116	SAMN03862076		representative genome	824	824	Campylobacter gracilis	strain=ATCC 33236		latest	Complete Genome	Major	Full	2015/08/03	ASM119074v1	USDA, ARS, WRRC	GCA_001190745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/745/GCF_001190745.1_ASM119074v1		assembly from type material
GCF_002127965.1	PRJNA224116	SAMN06036219		representative genome	847	847	Oxalobacter formigenes	strain=HC-1		latest	Complete Genome	Major	Full	2017/05/11	ASM212796v1	UNIVERSITY OF FLORIDA	GCA_002127965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/965/GCF_002127965.1_ASM212796v1		
GCF_003312465.1	PRJNA224116	SAMN08494074		representative genome	853	853	Faecalibacterium prausnitzii	strain=APC918/95b		latest	Complete Genome	Major	Full	2018/07/11	ASM331246v1	University College Cork	GCA_003312465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/312/465/GCF_003312465.1_ASM331246v1		
GCF_003019675.1	PRJNA224116	SAMN08501141		representative genome	861	861	Fusobacterium ulcerans	strain=ATCC 49185		latest	Complete Genome	Major	Full	2018/03/26	ASM301967v1	Virginia Tech	GCA_003019675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/675/GCF_003019675.1_ASM301967v1		assembly from type material
GCF_001854245.1	PRJNA224116	SAMN04893606		representative genome	897	897	Desulfococcus multivorans	strain=DSM 2059		latest	Complete Genome	Major	Full	2016/10/26	ASM185424v1	Federal Research Institute for Rural Areas, Forestry, and Fisheries, Thuenen Institute of Forest Genetics	GCA_001854245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/245/GCF_001854245.1_ASM185424v1		assembly from type material
GCF_002028405.1	PRJNA224116	SAMN06197299		representative genome	926	926	Thiomonas intermedia	strain=ATCC 15466		latest	Complete Genome	Major	Full	2017/03/15	ASM202840v1	China University of Petroleum	GCA_002028405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1		assembly from type material
GCF_006874605.1	PRJNA224116	SAMN09407960		representative genome	960	960	Bacteriovorax stolpii	strain=AC01		latest	Complete Genome	Major	Full	2019/07/11	ASM687460v1	Providence College	GCA_006874605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/874/605/GCF_006874605.1_ASM687460v1		
GCF_014844295.1	PRJNA224116	SAMN15043856		representative genome	996	996	Flavobacterium columnare	strain=F2S17		latest	Complete Genome	Major	Full	2020/10/05	ASM1484429v1	University of Jyvaskyla	GCA_014844295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/844/295/GCF_014844295.1_ASM1484429v1		
GCF_900637795.1	PRJNA224116	SAMEA26407168		representative genome	1014	1014	Weeksella virosa	strain=NCTC11634		latest	Complete Genome	Major	Full	2018/12/20	52592_H02	SC	GCA_900637795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/795/GCF_900637795.1_52592_H02		assembly from type material
GCF_002302415.1	PRJNA224116	SAMN06289147		representative genome	1017	1017	Capnocytophaga gingivalis	strain=H1496		latest	Complete Genome	Major	Full	2017/09/14	ASM230241v1	Centers for Disease Control and Prevention	GCA_002302415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/415/GCF_002302415.1_ASM230241v1		
GCF_014622665.1	PRJNA224116	SAMN15897434		representative genome	1061	1061	Rhodobacter capsulatus	strain=A12		latest	Complete Genome	Major	Full	2020/09/14	ASM1462266v1	Hunan Academy of Agricultural Science	GCA_014622665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/622/665/GCF_014622665.1_ASM1462266v1		
GCF_003071405.1	PRJNA224116	SAMN06641975		representative genome	1075	1075	Rhodobacter blasticus	strain=28/5		latest	Complete Genome	Major	Full	2018/04/25	ASM307140v1	NEB	GCA_003071405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/405/GCF_003071405.1_ASM307140v1		
GCF_013415845.1	PRJNA224116	SAMN15454726		representative genome	1076	1076	Rhodopseudomonas palustris	strain=CGMCC 1.2180		latest	Complete Genome	Major	Full	2020/07/15	ASM1341584v1	Fujian Agriculture and Forestry University	GCA_013415845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/415/845/GCF_013415845.1_ASM1341584v1		
GCF_001402875.1	PRJNA224116	SAMN04123293		representative genome	1079	1079	Blastochloris viridis	strain=ATCC 19567		latest	Complete Genome	Major	Full	2015/10/22	ASM140287v1	Institute for Basic Science	GCA_001402875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/875/GCF_001402875.1_ASM140287v1		assembly from type material
GCF_001663175.1	PRJNA224116	SAMN05176187		representative genome	1112	1112	Erythrobacter neustonensis	strain=DSM 9434		latest	Complete Genome	Major	Full	2016/06/15	ASM166317v1	Second Institute of Oceanography, State Oceanic Administration	GCA_001663175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/175/GCF_001663175.1_ASM166317v1		assembly from type material
GCF_000012525.1	PRJNA224116	SAMN02598254		representative genome	1140	32046	Synechococcus elongatus PCC 7942 = FACHB-805	strain=PCC 7942		latest	Complete Genome	Major	Full	2005/11/08	ASM1252v1	DOE Joint Genome Institute	GCA_000012525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/525/GCF_000012525.1_ASM1252v1		
GCF_001746795.1	PRJNA224116	SAMN04376258		representative genome	1238	1238	Piscirickettsia salmonis	strain=AY3800B		latest	Complete Genome	Major	Full	2016/09/26	ASM174679v1	ADL Diagnostic Chile Ltda	GCA_001746795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/795/GCF_001746795.1_ASM174679v1		
GCF_009913915.1	PRJNA224116	SAMN08707608		representative genome	1245	1245	Leuconostoc mesenteroides	strain=SRCM102733		latest	Complete Genome	Major	Full	2020/01/22	ASM991391v1	Microbial Institute for Fermentation Industry	GCA_009913915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/913/915/GCF_009913915.1_ASM991391v1		
GCF_002966535.1	PRJNA224116	SAMN04487212		representative genome	1247	1247	Oenococcus oeni	strain=UBOCC-A-315001		latest	Complete Genome	Major	Full	2018/03/02	ASM296653v1	University of Bordeaux	GCA_002966535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/535/GCF_002966535.1_ASM296653v1		
GCF_007954525.1	PRJNA224116	SAMN11843679		representative genome	1252	1252	Leuconostoc carnosum	strain=CBA3620		latest	Complete Genome	Major	Full	2019/08/11	ASM795452v1	World Institute of Kimchi	GCA_007954525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/525/GCF_007954525.1_ASM795452v1		
GCF_013127755.1	PRJNA224116	SAMN14916503		representative genome	1254	1254	Pediococcus acidilactici	strain=PMC65		latest	Complete Genome	Major	Full	2020/05/20	ASM1312775v1	Probiotics Microbiome Convergence Center	GCA_013127755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/127/755/GCF_013127755.1_ASM1312775v1		
GCF_006094695.1	PRJNA224116	SAMN10739610		representative genome	1275	1275	Kocuria rosea	strain=ATCC 186		latest	Complete Genome	Major	Full	2019/06/06	ASM609469v1	Zhejiang Tianke High Technology Development Co.Ltd.	GCA_006094695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/695/GCF_006094695.1_ASM609469v1		assembly from type material
GCF_006094375.1	PRJNA224116	SAMN10738425		representative genome	1282	1282	Staphylococcus epidermidis	strain=ATCC 14990		latest	Complete Genome	Major	Full	2019/06/06	ASM609437v1	Zhejiang Tianke High Technology Development Co.Ltd.	GCA_006094375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/375/GCF_006094375.1_ASM609437v1		assembly from type material
GCF_001611955.1	PRJNA224116	SAMN04361561		representative genome	1283	1283	Staphylococcus haemolyticus	strain=S167		latest	Complete Genome	Major	Full	2016/04/06	ASM161195v1	National Institute of Agricultural Science	GCA_001611955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/955/GCF_001611955.1_ASM161195v1		
GCF_000816085.1	PRJNA224116	SAMN02863110		representative genome	1284	1284	Staphylococcus hyicus	strain=ATCC 11249		latest	Complete Genome	Major	Full	2015/01/07	ASM81608v1	University of Missouri - Columbia	GCA_000816085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/085/GCF_000816085.1_ASM81608v1		assembly from type material
GCF_000709415.1	PRJNA224116	SAMN02850631		representative genome	1288	1288	Staphylococcus xylosus	strain=SMQ-121		latest	Complete Genome	Major	Full	2014/06/17	ASM70941v1	Universite Laval	GCA_000709415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/415/GCF_000709415.1_ASM70941v1		
GCF_003812505.1	PRJNA224116	SAMN10163251		representative genome	1290	1290	Staphylococcus hominis	strain=FDAARGOS_575		latest	Complete Genome	Major	Full	2018/11/21	ASM381250v1	US Food and Drug Administration	GCA_003812505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/505/GCF_003812505.1_ASM381250v1		
GCF_900636255.1	PRJNA224116	SAMEA3505359		representative genome	1292	1292	Staphylococcus warneri	strain=NCTC4133		latest	Complete Genome	Major	Full	2018/12/20	40295_A02	SC	GCA_900636255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/255/GCF_900636255.1_40295_A02		
GCF_900187005.1	PRJNA224116	SAMEA4412661		representative genome	1294	1294	Staphylococcus muscae	strain=NCTC13833		latest	Complete Genome	Major	Full	2017/08/15	50569_B01	SC	GCA_900187005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/005/GCF_900187005.1_50569_B01		assembly from type material
GCF_001548255.1	PRJNA224116	SAMD00039081		representative genome	1295	1295	Staphylococcus schleiferi	strain=TSCC54		latest	Complete Genome	Major	Full	2015/09/17	ASM154825v1	Juntendo University	GCA_001548255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/255/GCF_001548255.1_ASM154825v1		
GCF_008329785.1	PRJNA224116	SAMN09743852		representative genome	1299	1299	Deinococcus radiodurans	strain=R1 dM1		latest	Complete Genome	Major	Full	2019/09/09	ASM832978v1	Zhejiang University	GCA_008329785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/329/785/GCF_008329785.1_ASM832978v1		
GCF_901544385.1	PRJNA224116	SAMEA3662936		representative genome	1302	1302	Streptococcus gordonii	strain=NCTC10231		latest	Complete Genome	Major	Full	2019/05/17	42912_F01	SC	GCA_901544385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/544/385/GCF_901544385.1_42912_F01		
GCF_001558215.1	PRJNA224116	SAMN04155244		representative genome	1309	1309	Streptococcus mutans	strain=NG8	Dental Plaque	latest	Complete Genome	Major	Full	2016/02/11	ASM155821v1	University of Florida	GCA_001558215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/215/GCF_001558215.1_ASM155821v1		
GCF_003172975.1	PRJNA224116	SAMN09214223		representative genome	1310	1310	Streptococcus sobrinus	strain=10919		latest	Complete Genome	Major	Full	2018/05/27	ASM317297v1	University of Illinois at Urbana-Champaign	GCA_003172975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/172/975/GCF_003172975.1_ASM317297v1		
GCF_900638415.1	PRJNA224116	SAMEA104210798		representative genome	1311	1311	Streptococcus agalactiae	strain=NCTC13949		latest	Complete Genome	Major	Full	2018/12/20	57635_F01	SC	GCA_900638415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/415/GCF_900638415.1_57635_F01		
GCF_001267845.1	PRJNA224116	SAMN03274510		representative genome	1314	1314	Streptococcus pyogenes	strain=NGAS638		latest	Complete Genome	Major	Full	2015/08/17	ASM126784v1	Public Health Ontario	GCA_001267845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/845/GCF_001267845.1_ASM126784v1		
GCF_001412635.1	PRJNA224116	SAMN03577772		representative genome	1328	1328	Streptococcus anginosus	strain=J4211		latest	Complete Genome	Major	Full	2015/10/26	ASM141263v1	University of Oklahoma Health Sciences Center	GCA_001412635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/635/GCF_001412635.1_ASM141263v1		
GCF_900636575.1	PRJNA224116	SAMEA3662933		representative genome	1329	1329	Streptococcus canis	strain=NCTC12191		latest	Complete Genome	Major	Full	2018/12/20	42912_C01	SC	GCA_900636575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/575/GCF_900636575.1_42912_C01		assembly from type material
GCF_901543725.1	PRJNA224116	SAMEA3649039		representative genome	1334	1334	Streptococcus dysgalactiae	strain=NCTC6403		latest	Complete Genome	Major	Full	2019/05/17	42731_A01	SC	GCA_901543725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/543/725/GCF_901543725.1_42731_A01		
GCF_009758075.1	PRJNA224116	SAMN13511671		representative genome	1335	1335	Streptococcus equinus	strain=CNU 77-23		latest	Complete Genome	Major	Full	2019/12/17	ASM975807v1	Korea Research Institute of Bioscience & Biotechnology	GCA_009758075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/758/075/GCF_009758075.1_ASM975807v1		
GCF_900475975.1	PRJNA224116	SAMEA4012327		representative genome	1338	1338	Streptococcus intermedius	strain=NCTC11324		latest	Complete Genome	Major	Full	2018/06/17	46931_F01	SC	GCA_900475975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/975/GCF_900475975.1_46931_F01		assembly from type material
